Hora,Nombre completo del usuario,Contexto del evento,Componente,Nombre evento,Descripción,Origen,Dirección IP
2020-08-23,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.26.124
2020-08-23,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.26.124
2020-08-23,usuario_6,Archivo8 ,Recurso,Módulo de curso visto,The user with id '6442' viewed the 'resource' activity with course module id '189122'.,web,181.72.128.100
2020-08-23,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.128.100
2020-08-23,usuario_6,Archivo8 ,Recurso,Módulo de curso visto,The user with id '6442' viewed the 'resource' activity with course module id '189122'.,web,181.72.128.100
2020-08-23,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.128.100
2020-08-23,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.128.100
2020-08-23,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.128.100
2020-08-23,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,179.9.29.58
2020-08-23,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.22.21
2020-08-23,usuario_3,Archivo8 ,Recurso,Módulo de curso visto,The user with id '6353' viewed the 'resource' activity with course module id '189122'.,web,190.82.22.21
2020-08-23,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.22.21
2020-08-23,usuario_3,Foro4 ,Foro,Módulo de curso visto,The user with id '6353' viewed the 'forum' activity with course module id '189674'.,web,190.82.22.21
2020-08-23,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.22.21
2020-08-23,usuario_3,Carpeta 1 ,Carpeta,Módulo de curso visto,The user with id '6353' viewed the 'folder' activity with course module id '189121'.,web,190.82.22.21
2020-08-23,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.22.21
2020-08-23,usuario_3,Foro4 ,Foro,Módulo de curso visto,The user with id '6353' viewed the 'forum' activity with course module id '189674'.,web,190.82.22.21
2020-08-23,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.22.21
2020-08-23,usuario_3,Carpeta 1 ,Carpeta,Módulo de curso visto,The user with id '6353' viewed the 'folder' activity with course module id '189121'.,web,190.82.22.21
2020-08-23,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.22.21
2020-08-23,usuario_3,Foro4 ,Foro,Módulo de curso visto,The user with id '6353' viewed the 'forum' activity with course module id '189674'.,web,190.82.22.21
2020-08-23,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.22.21
2020-08-23,usuario_3,Carpeta 1 ,Carpeta,Módulo de curso visto,The user with id '6353' viewed the 'folder' activity with course module id '189121'.,web,190.82.22.21
2020-08-23,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.22.21
2020-08-23,usuario_3,Foro4 ,Foro,Módulo de curso visto,The user with id '6353' viewed the 'forum' activity with course module id '189674'.,web,190.82.22.21
2020-08-23,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.22.21
2020-08-23,usuario_7,Archivo8 ,Recurso,Módulo de curso visto,The user with id '6376' viewed the 'resource' activity with course module id '189122'.,web,179.9.29.58
2020-08-23,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,179.9.29.58
2020-08-22,usuario_7,Carpeta 1 ,Carpeta,Módulo de curso visto,The user with id '6376' viewed the 'folder' activity with course module id '189121'.,web,179.9.29.58
2020-08-22,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,179.9.29.58
2020-08-22,usuario_7,Archivo8 ,Recurso,Módulo de curso visto,The user with id '6376' viewed the 'resource' activity with course module id '189122'.,web,179.9.29.58
2020-08-22,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,179.9.29.58
2020-08-22,usuario_7,Carpeta 1 ,Carpeta,Módulo de curso visto,The user with id '6376' viewed the 'folder' activity with course module id '189121'.,web,179.9.29.58
2020-08-22,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,179.9.29.58
2020-08-22,usuario_7,Archivo8 ,Recurso,Módulo de curso visto,The user with id '6376' viewed the 'resource' activity with course module id '189122'.,web,179.9.29.58
2020-08-22,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,179.9.29.58
2020-08-22,usuario_7,Carpeta 1 ,Carpeta,Módulo de curso visto,The user with id '6376' viewed the 'folder' activity with course module id '189121'.,web,179.9.29.58
2020-08-22,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,179.9.29.58
2020-08-22,usuario_7,Foro4 ,Foro,Módulo de curso visto,The user with id '6376' viewed the 'forum' activity with course module id '189674'.,web,179.9.29.58
2020-08-22,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,179.9.29.58
2020-08-22,usuario_7,Foro4 ,Foro,Módulo de curso visto,The user with id '6376' viewed the 'forum' activity with course module id '189674'.,web,179.9.29.58
2020-08-22,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,179.9.29.58
2020-08-22,usuario_7,Archivo8 ,Recurso,Módulo de curso visto,The user with id '6376' viewed the 'resource' activity with course module id '189122'.,web,179.9.29.58
2020-08-22,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,179.9.29.58
2020-08-22,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.22.21
2020-08-21,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.21.110
2020-08-21,usuario_3,Foro2,Foro,Módulo de curso visto,The user with id '6353' viewed the 'forum' activity with course module id '181902'.,web,190.82.21.110
2020-08-21,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.21.110
2020-08-21,usuario_3,Chat,Chat,Módulo de curso visto,The user with id '6353' viewed the 'chat' activity with course module id '184776'.,web,190.82.21.110
2020-08-21,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.21.110
2020-08-20,usuario_1,CURSO,Sistema,Perfil de usuario visto,The user with id '6370' viewed the profile for the user with id '1698' in the course with id '2046'.,web,191.127.1.18
2020-08-19,usuario_7,Foro4 ,Foro,Módulo de curso visto,The user with id '6376' viewed the 'forum' activity with course module id '189674'.,web,179.9.29.58
2020-08-19,usuario_7,CURSO,Sistema,Actividad reciente vista,The user with id '6376' viewed the recent activity report in the course with id '2046'.,web,179.9.29.58
2020-08-19,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,179.9.29.58
2020-08-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.178.84
2020-08-19,usuario_5,Foro4 ,Foro,Módulo de curso visto,The user with id '6396' viewed the 'forum' activity with course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Tema visto,The user with id '6396' has viewed the discussion with id '6139' in the forum with course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Mensaje actualizado,The user with id '6396' has updated the post with id '16238' in the discussion with id '6139' in the forum with course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Algún contenido ha sido publicado.,The user with id '6396' has posted content in the forum post with id '16238' in the discussion '6139' located in the forum with course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Tema visto,The user with id '6396' has viewed the discussion with id '6139' in the forum with course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Se ha suscrito a esta discusión,The user with id '6396' subscribed the user with id '6396' to the discussion  with id '6139' in the forum with the course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Se ha borrado la suscripción de esta discusión,The user with id '6396' unsubscribed the user with id '6396' from the discussion  with id '6139' in the forum with the course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Módulo de curso visto,The user with id '6396' viewed the 'forum' activity with course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Se ha suscrito a esta discusión,The user with id '6396' subscribed the user with id '6396' to the discussion  with id '6139' in the forum with the course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Tema creado,The user with id '6396' has created the discussion with id '6139' in the forum with course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Algún contenido ha sido publicado.,The user with id '6396' has posted content in the forum post with id '16238' in the discussion '6139' located in the forum with course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Módulo de curso visto,The user with id '6396' viewed the 'forum' activity with course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.14.178
2020-08-19,usuario_5,Carpeta 1 ,Carpeta,Módulo de curso visto,The user with id '6396' viewed the 'folder' activity with course module id '189121'.,web,190.82.14.178
2020-08-19,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Módulo de curso visto,The user with id '6396' viewed the 'forum' activity with course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.14.178
2020-08-19,usuario_5,Carpeta 1 ,Carpeta,Módulo de curso visto,The user with id '6396' viewed the 'folder' activity with course module id '189121'.,web,190.82.14.178
2020-08-19,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.14.178
2020-08-19,usuario_5,Foro4 ,Foro,Módulo de curso visto,The user with id '6396' viewed the 'forum' activity with course module id '189674'.,web,190.82.14.178
2020-08-19,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.14.178
2020-08-19,usuario_5,H5P-2,H5P,Módulo de curso visto,The user with id '6396' viewed the 'hvp' activity with course module id '183099'.,web,190.82.14.178
2020-08-19,usuario_5,H5P-2,Sistema,Finalización de actividad de curso actualizada,The user with id '6396' updated the completion state for the course module with id '183099' for the user with id '6396'.,web,190.82.14.178
2020-08-19,usuario_5,H5P-2,Sistema,Finalización de actividad de curso actualizada,The user with id '6396' updated the completion state for the course module with id '183099' for the user with id '6396'.,web,190.82.14.178
2020-08-19,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.14.178
2020-08-19,usuario_5,Archivo1,Recurso,Módulo de curso visto,The user with id '6396' viewed the 'resource' activity with course module id '185584'.,web,190.82.14.178
2020-08-19,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.14.178
2020-08-19,usuario_5,Tarea2,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6396' has viewed the submission status page for the assignment with course module id '183849'.,web,190.82.14.178
2020-08-19,usuario_5,Tarea2,Tarea,Módulo de curso visto,The user with id '6396' viewed the 'assign' activity with course module id '183849'.,web,190.82.14.178
2020-08-19,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.14.178
2020-08-19,Investigador,CURSO,Informe del Calificador,Informe del examinador visto,The user with id '581' viewed the grader report in the gradebook.,web,189.148.178.84
2020-08-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.178.84
2020-08-19,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-08-19,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,"168,196,200,156"
2020-08-19,usuario_9,Foro4 ,Foro,Tema visto,The user with id '6096' has viewed the discussion with id '6138' in the forum with course module id '189674'.,web,179.9.20.70
2020-08-19,usuario_9,Foro4 ,Foro,Mensaje actualizado,The user with id '6096' has updated the post with id '16237' in the discussion with id '6138' in the forum with course module id '189674'.,web,179.9.20.70
2020-08-19,usuario_9,Foro4 ,Foro,Se ha suscrito a esta discusión,The user with id '6096' subscribed the user with id '6096' to the discussion  with id '6138' in the forum with the course module id '189674'.,web,179.9.20.70
2020-08-19,usuario_9,Foro4 ,Foro,Algún contenido ha sido publicado.,The user with id '6096' has posted content in the forum post with id '16237' in the discussion '6138' located in the forum with course module id '189674'.,web,179.9.20.70
2020-08-19,usuario_9,Foro4 ,Foro,Tema visto,The user with id '6096' has viewed the discussion with id '6138' in the forum with course module id '189674'.,web,179.9.20.70
2020-08-19,usuario_9,CURSO,Foro,Informe del usuario visualizado,The user with id '6096' has viewed the user report for the user with id '6096' in the course with id '2046' with viewing mode 'posts'.,web,179.9.20.70
2020-08-19,usuario_9,CURSO,Sistema,Perfil de usuario visto,The user with id '6096' viewed the profile for the user with id '6096' in the course with id '2046'.,web,179.9.20.70
